Tweet_count,Username,text,date,Retweets,Likes,clean_text,predicted_sentiment,btc_price
567,toly 🇺🇸,"@Mr_Burns_Sol Don’t complicate my life any more dude.  There are two teams at the World Series, the Super Bowl, the nba finals and even the Canadian right of center Stanley cup.",2024-11-06,0,3,mrburnssol dont complicate life dude teams world series super bowl nba finals canadian right center stanley cup,0,75639.078125
568,toly 🇺🇸,@Mr_Burns_Sol A Super Bowl with 3 teams would be dumb though.,2024-11-06,0,6,mrburnssol super bowl 3 teams dumb,0,75639.078125
569,Kyle Samani,"@4484 foundation doesn't subsidize inflation. please read tweet again and learn how solana inflation works

https://t.co/Pd99xQji37",2024-11-05,0,0,4484 foundation doesnt subsidize inflation read tweet learn solana inflation works httpstcopd99xqji37,0,69359.5625
570,Kyle Samani,"@4484 Solana validators are *wildly* profitable

Solana is producing more priority fees than Ethereum",2024-11-05,0,0,4484 solana validators wildly profitable solana producing priority fees ethereum,-1,69359.5625
571,Chris Burniske,@MOGAURAS @trenchesvillain yeah buying SOL sub $10 worked out horribly https://t.co/ApK3fueI21,2024-11-05,0,12,mogauras trenchesvillain yeah buying sol sub 10 worked horribly httpstcoapk3fuei21,0,69359.5625
572,Kyle Samani,"@EvgenyGaevoy drift is bigger than any ethereum deriv product (HL has nothing to do with ethereum), and growing faster

kamino is ~1/6th of aave in terms of borrows

basically all of depin in on solana

don't really understand how you can discredit coins launched via pump vs rest of market",2024-11-05,0,18,evgenygaevoy drift bigger ethereum deriv product hl ethereum growing faster kamino 16th aave terms borrows basically depin solana dont really understand discredit coins launched pump vs rest market,0,69359.5625
573,Kyle Samani,"@EvgenyGaevoy Empirically, it seems to me like being a VC chain is better than not being one

Solana kicking ethereums ass every which way these days",2024-11-05,1,22,evgenygaevoy empirically like vc chain better solana kicking ethereums ass way days,0,69359.5625
574,Santiago R Santos,@calilyliu @innerly_ai 👀 I’d go work for Solana if I weren’t busy raising for _______,2024-11-05,0,5,calilyliu innerlyai id work solana werent busy raising,0,69359.5625
575,Kyle Samani,"@0x_Osprey ethereum offers far less stability (aka digital certainty) than solana, simply as a function of its roadmap, which has far more open questions (interop, execution on L1, etc)",2024-11-04,0,0,0xosprey ethereum offers far stability aka digital certainty solana simply function roadmap far open questions interop execution l1,1,67811.5078125
576,toly 🇺🇸,@Ryeguy94138733 @Myrethedog @solanamobile @0xMert_ @heliuslabs @solana @rajgokal @SolanaFndn @CloudKingTV @Sagaxyz__ @solana_daily @solflare_wallet With compression pioneered by @0xMert_ airdrops could be worth even less than a penny.,2024-11-04,0,5,ryeguy94138733 myrethedog solanamobile 0xmert heliuslabs solana rajgokal solanafndn cloudkingtv sagaxyz solanadaily solflarewallet compression pioneered 0xmert airdrops worth penny,1,67811.5078125
577,Kyle Samani,"@0x_Osprey predictability of supply schedule is a property of these systems

it is not that important though

bitcoin offers 9 9s of certainty (to be generous)

ethereum offers maybe 3 9s
solana offers somewhere between 2-3 9s (and is quickly converging on eth)

after 3 9s though, just",2024-11-04,0,0,0xosprey predictability supply schedule property systems important bitcoin offers 9 9s certainty generous ethereum offers maybe 3 9s solana offers 23 9s quickly converging eth 3 9s just,0,67811.5078125
578,Kyle Samani,@NateGeraci ETH ETFs are net negative outflows (bc of ETHE),2024-11-04,0,2,nategeraci eth etfs net negative outflows bc ethe,-1,67811.5078125
579,Kyle Samani,"@jarxiao liveness - ethereum L1 is just objectively not designed to deal with scale. fees skyrocket at a fraction the global demand load of solana

CR - don't think you have any credible claim that ethereum's CR is meaningfully higher than solana's",2024-11-02,0,0,jarxiao liveness ethereum l1 just objectively designed deal scale fees skyrocket fraction global demand load solana cr dont think credible claim ethereums cr meaningfully higher solanas,0,69289.2734375
580,toly 🇺🇸,"Imho, Solana isn’t a credible competitor.  Solana is an incredible competitor",2024-11-01,25,367,imho solana isnt credible competitor solana incredible competitor,1,69482.46875
581,toly 🇺🇸,@FigoETH @EclipseFND Ethereum is a solana L2. Called @Neon_EVM,2024-11-01,2,22,figoeth eclipsefnd ethereum solana l2 called neonevm,0,69482.46875
582,toly 🇺🇸,@NareshKx @0xMert_ @TrustlessState @atlasxyz @yashhsm There isn’t a xVM tam.  There is a crypto tam.  It would be worse for solana mainnet if all the alt VMs were EVM or Move or wasm than SVM,2024-11-01,0,5,nareshkx 0xmert trustlessstate atlasxyz yashhsm isnt xvm tam crypto tam worse solana mainnet alt vms evm wasm svm,-1,69482.46875
583,toly 🇺🇸,@0xrwu @redacted_noah @getcode Yep.  Async execution is equivalent to one giant solana rollup.,2024-11-01,1,3,0xrwu redactednoah getcode yep async execution equivalent giant solana rollup,0,69482.46875
584,toly 🇺🇸,A secret solana roadmap was leaked in a telegram channel by insiders 👇👇👇,2024-10-31,36,611,secret solana roadmap leaked telegram channel insiders,0,70215.1875
585,Chris Burniske,"@Youclidean So I’m not allowed to talk about a high conviction ecosystem, just as I have historically w Bitcoin, Ethereum &amp; Solana? 

Meanwhile, if we take a 90% drawdown, I lose more in $ terms (unrealized, yes, but still large) than almost anyone else on this cursed app. 

Skin in the",2024-10-31,0,94,youclidean im allowed talk high conviction ecosystem just historically w bitcoin ethereum amp solana 90 drawdown lose terms unrealized yes large cursed app skin,0,70215.1875
586,Kyle Samani,"@metaproph3t surprised you aren't using your solana pub key as an address for inbound messages

email is for boomers man",2024-10-31,0,5,metaproph3t surprised arent using solana pub key address inbound messages email boomers man,0,70215.1875
587,toly 🇺🇸,"How to turn ethereum into a solana L2:

1. Make a validating bridge between eth and solana, so eth state root is checked on solana and all the data as synced into the bridge program

2. Pay all the major eth client teams to add a comandline flag option to check the solana state",2024-10-31,37,451,turn ethereum solana l2 1 make validating bridge eth solana eth state root checked solana data synced bridge program 2 pay major eth client teams add comandline flag option check solana state,0,70215.1875
588,toly 🇺🇸,"@ryanberckmans @jon_charb &gt; then hard fork Sol to remove its consensus and obey the validating bridge.

This isn’t a testable property by the bridge contract.  That’s the point!  Your personal solana full node could only check the eth L1 state, or use it as the canonical path to boot from, but there is",2024-10-31,0,0,ryanberckmans joncharb gt hard fork sol remove consensus obey validating bridge isnt testable property bridge contract thats point personal solana node check eth l1 state use canonical path boot,0,70215.1875
589,toly 🇺🇸,"@ryanberckmans @jon_charb @jon_charb whole point is that the weight of social consensus is out of the hands is the sequencer quorum.  If all solana users end up wETH holders, the social consensus will follow the eth L1.",2024-10-31,0,1,ryanberckmans joncharb joncharb point weight social consensus hands sequencer quorum solana users end weth holders social consensus follow eth l1,0,70215.1875
590,toly 🇺🇸,@GiulioRebuffo @solana @0xMert_ Make ethereum a solana L2,2024-10-31,4,62,giuliorebuffo solana 0xmert make ethereum solana l2,0,70215.1875
591,Kyle Samani,More tradfi asset managers launching assets natively on Solana,2024-10-30,3,40,tradfi asset managers launching assets natively solana,0,72339.5390625
592,toly 🇺🇸,@irvinxyz @RobinsonBurkey Bitcoin is a solana pow mining project @OREsupply 🦾🦾🦾,2024-10-30,13,58,irvinxyz robinsonburkey bitcoin solana pow mining project oresupply,0,72339.5390625
593,toly 🇺🇸,"@RobinsonBurkey If ethereum and solana send each others ledgers ex-blobs to each others blobs then they are both L2s back and forth, forever. 

Solana ))&lt;&gt;(( Ethereum",2024-10-30,5,45,robinsonburkey ethereum solana send ledgers exblobs blobs l2s forth forever solana ltgt ethereum,0,72339.5390625
594,toly 🇺🇸,@0xBetMore @Arthur_0x There is not two network states.  There isn’t a base network state and a solana network state.  There is a single united atomic Network State machine!,2024-10-30,0,5,0xbetmore arthur0x network states isnt base network state solana network state single united atomic network state machine,0,72339.5390625
595,Kyle Samani,the BTC and SOL barbell is real,2024-10-30,3,86,btc sol barbell real,0,72339.5390625
596,toly 🇺🇸,@Arthur_0x When people saw the same chart for solana they said something different.,2024-10-30,0,67,arthur0x people saw chart solana said different,0,72339.5390625
597,raj 🖤,stablecoins belong on solana,2024-10-30,19,165,stablecoins belong solana,0,72339.5390625
598,toly 🇺🇸,Solana validators will go APE 🦧🦧🦧,2024-10-30,2,43,solana validators ape,0,72339.5390625
599,toly 🇺🇸,@donnoh_eth @kelvinfichter @toghrulmaharram @_bfarmer Just have the majority resolve it,2024-10-30,0,0,donnoheth kelvinfichter toghrulmaharram bfarmer just majority resolve,0,72339.5390625
600,toly 🇺🇸,@kelvinfichter @donnoh_eth @toghrulmaharram @_bfarmer Sounds like there is no majority view,2024-10-30,0,1,kelvinfichter donnoheth toghrulmaharram bfarmer sounds like majority view,1,72339.5390625
601,toly 🇺🇸,"Congrats @StarkWareLtd folks!   

If it can sustain peak level of load for 48 hours, there is no reason not to prove all of solana’s execution once an epoch once APE goes live.  

https://t.co/02dD3uAURH",2024-10-30,11,103,congrats starkwareltd folks sustain peak level load 48 hours reason prove solanas execution epoch ape goes live httpstco02dd3uaurh,0,72339.5390625
602,toly 🇺🇸,@donnoh_eth @_bfarmer @toghrulmaharram Social consensus can choose both.,2024-10-30,0,0,donnoheth bfarmer toghrulmaharram social consensus choose,0,72339.5390625
603,toly 🇺🇸,@safetyth1rd @chainyoda @0xNLYFANS Eth is money and social consensus is the majority view.,2024-10-30,0,2,safetyth1rd chainyoda 0xnlyfans eth money social consensus majority view,0,72339.5390625
604,toly 🇺🇸,@donnoh_eth @chainyoda @badcryptobitch So you agree with @toghrulmaharram? That social consensus is the majority view?,2024-10-30,0,1,donnoheth chainyoda badcryptobitch agree toghrulmaharram social consensus majority view,0,72339.5390625
605,toly 🇺🇸,@rachinkalakheti @toghrulmaharram @_bfarmer @donnoh_eth @sreeramkannan @gluk64 It’s a voluntary mutual self defense agreement between neighbors and a system of representation of different neighborhoods in an assembly.,2024-10-30,0,1,rachinkalakheti toghrulmaharram bfarmer donnoheth sreeramkannan gluk64 voluntary mutual self defense agreement neighbors representation different neighborhoods assembly,0,72339.5390625
606,toly 🇺🇸,@toghrulmaharram @rachinkalakheti @_bfarmer @donnoh_eth @sreeramkannan @gluk64 And also agree.,2024-10-30,0,2,toghrulmaharram rachinkalakheti bfarmer donnoheth sreeramkannan gluk64 agree,0,72339.5390625
607,toly 🇺🇸,@toghrulmaharram @rachinkalakheti @_bfarmer @donnoh_eth @sreeramkannan @gluk64 Eth classic is the real Eth,2024-10-30,0,2,toghrulmaharram rachinkalakheti bfarmer donnoheth sreeramkannan gluk64 eth classic real eth,0,72339.5390625
608,toly 🇺🇸,@toghrulmaharram @rachinkalakheti @_bfarmer @donnoh_eth @sreeramkannan @gluk64 You keep saying “social consensus does X” when that’s also a local property.  Social consensus can do all the options at the same time.,2024-10-30,0,1,toghrulmaharram rachinkalakheti bfarmer donnoheth sreeramkannan gluk64 saying social consensus does x thats local property social consensus options time,0,72339.5390625
609,toly 🇺🇸,@toghrulmaharram @_bfarmer @donnoh_eth @sreeramkannan @gluk64 Each full node is its own fork and its own local view and != social consensus.  Just like the bridge.,2024-10-30,0,1,toghrulmaharram bfarmer donnoheth sreeramkannan gluk64 node fork local view social consensus just like bridge,0,72339.5390625
610,toly 🇺🇸,@toghrulmaharram @_bfarmer @donnoh_eth @sreeramkannan @gluk64 The bridge can’t make that change.  So local to the view of the bridge and users those properties hold.  The bridge client checks the cryptographic sigs.  It’s not aware if the other clients don’t and everyone is just getting lucky and signing correctly.,2024-10-30,0,1,toghrulmaharram bfarmer donnoheth sreeramkannan gluk64 bridge make change local view bridge users properties hold bridge client checks cryptographic sigs aware clients dont just getting lucky signing correctly,0,72339.5390625
